Gene	G1_0	G1_1	G2_0	G2_1	G2_2	G2_3	G3_0	G4_0	G4_1	G4_2	G4_3	G4_4	G5_0	G5_1	G5_2	G5_3	G6_0	G6_1	G6_2
FAM48A	1954	1040	3368	768	784	1881	810	1486	1867	6029	1638	1661	1395	1188	1207	1404	1525	1299	1239
FAM49A	274	223	273	1038	118	347	66	452	197	789	216	168	196	101	97	158	191	123	139
FAM49B	982	637	1575	2179	589	1259	1279	882	1087	3156	902	912	1480	724	1104	667	1674	847	805
FAM50A	896	916	2074	977	564	1132	719	1681	1012	3919	749	925	1538	1111	1132	648	1082	1179	1006
FAM50B	647	390	1222	129	227	685	147	436	488	2131	411	599	329	577	355	310	187	557	458
FAM53A	101	92	207	77	52	118	34	82	67	261	59	86	54	84	67	43	41	64	76
FAM53B,METTL10,RP11-12J10.3	3571	2845	7357	1143	1888	4083	1250	3007	3107	14650	3154	4649	3098	2756	3075	2855	2085	2885	2595
FAM53C	1415	899	2572	739	697	1751	581	1204	1340	5174	1221	1362	1057	1127	906	1502	1788	749	1040
FAM54A	56	26	124	41	25	58	56	51	75	313	52	51	77	33	59	29	106	40	45
FAM54B,RP1-317E23.6,SEPN1	3838	3007	8147	1816	1944	5171	2075	3931	3839	14862	3613	4584	4410	3626	3241	2551	3780	3048	3858
FAM57A	688	552	1271	417	395	625	399	510	668	2604	488	705	1016	717	688	483	893	603	585
FAM57B	5	11	45	3	2	7	0	16	3	30	6	6	6	6	7	2	20	3	4
FAM58A	458	357	826	292	264	441	331	407	423	1710	321	406	575	488	441	261	462	434	354
FAM58DP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM59A	850	523	1327	370	399	841	624	404	793	2454	577	718	1066	489	504	496	840	571	487
FAM59B	99	35	118	25	75	191	61	63	87	433	112	131	78	86	51	48	47	66	52
FAM5B	0	1	0	0	0	1	0	1	0	2	1	3	1	1	2	0	1	0	5
FAM5C	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM60A	3702	1855	6739	1085	1510	3273	1266	1951	3177	11142	2833	2534	1965	2144	2086	3817	2421	2411	2500
FAM60BP	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	4	1	0	0
FAM63A	598	451	964	259	254	639	334	455	509	1845	449	566	539	400	468	427	537	376	460
FAM63B	1597	668	2188	376	624	1544	521	1061	1370	4992	1436	1151	715	888	539	1678	723	783	795
FAM64A	11	7	24	10	5	16	50	9	15	42	10	4	45	9	24	5	28	4	10
FAM65A	596	447	1187	376	229	769	326	892	541	2336	547	669	640	487	443	397	468	462	453
FAM65B,RP3-369A17.5	3854	2206	7616	906	1425	3224	126	2745	3949	16396	3568	3815	1057	2467	1840	4404	1026	2238	2943
FAM65C	207	113	360	24	229	761	9	906	303	1321	230	406	52	291	69	204	40	129	112
FAM66A,FAM66D	64	15	90	2	12	53	4	26	25	124	13	50	17	37	19	47	5	17	11
FAM66B	86	41	203	3	23	118	25	45	88	221	54	55	44	23	22	83	49	50	48
FAM66E	7	4	14	0	2	9	0	5	11	28	8	11	3	0	8	10	3	1	6
FAM69A	406	273	861	171	175	379	163	269	499	1716	352	360	276	301	367	466	235	399	409
FAM69B	22	16	49	7	15	42	12	29	36	129	43	38	46	13	21	11	14	18	12
FAM69C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM70A	4	6	11	39	5	12	4	51	9	42	11	10	9	8	16	5	5	15	3
FAM70B	3	2	11	15	0	5	3	18	11	31	11	4	8	7	1	4	5	3	3
FAM71A	2	0	3	4	0	0	0	2	1	5	1	2	1	0	1	1	3	0	3
FAM71C	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FAM71D	5	3	16	0	6	16	2	11	9	26	7	8	7	5	4	2	1	9	8
FAM71E1	86	77	212	22	31	69	42	98	77	318	68	87	82	88	75	58	64	128	80
FAM71E2	20	17	90	19	16	36	1	134	36	149	33	49	13	13	5	19	3	6	26
FAM71F1	0	1	3	10	3	6	0	7	4	16	6	6	2	2	12	2	3	5	5
FAM71F2	64	92	169	109	44	142	69	157	130	462	145	153	259	94	105	58	163	74	102
FAM72A	56	36	94	45	19	51	11	47	35	175	24	31	28	28	33	37	19	25	35
FAM72B	55	25	116	19	20	30	20	46	52	190	25	46	26	41	14	31	23	39	32
FAM72C	4	2	8	11	3	1	1	9	4	24	2	3	7	3	8	0	8	0	5
FAM72D	9	6	36	15	7	10	5	14	20	44	11	9	7	8	16	7	10	6	11
FAM73A	933	413	1392	197	318	783	505	425	813	2911	795	745	601	534	396	729	593	446	572
FAM73B	1123	1060	2313	748	634	1451	741	1273	1257	4308	1023	1314	1844	899	1424	576	1267	653	1143
FAM74A1	36	25	200	7	50	113	1	84	77	465	74	112	6	54	21	40	7	15	57
FAM74A2	0	0	3	0	0	4	0	0	1	3	0	0	0	1	0	0	0	0	1
FAM74A3	0	3	4	0	7	4	0	1	7	20	5	8	0	8	0	0	0	13	8
FAM74A4	4	11	33	2	6	11	0	9	24	94	19	13	2	17	8	10	1	4	4
FAM74A6	0	0	1	0	3	4	0	0	0	3	10	1	1	1	0	0	3	5	2
FAM75A3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
FAM75C1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
FAM75C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAM76A	883	593	2009	376	400	806	310	1100	1043	4299	872	963	561	706	657	547	408	705	645
FAM76B	649	396	1184	303	259	650	434	569	773	2294	643	638	541	413	371	480	528	417	432
FAM78A	102	89	134	144	23	116	130	142	101	214	56	51	184	41	153	21	138	96	66
FAM78B	42	17	68	7	29	56	10	47	32	109	44	43	27	21	17	22	39	6	21
FAM81A	790	511	1965	414	347	831	56	740	1002	3385	796	787	415	647	811	760	274	602	744
FAM81B	5500	3598	11720	1753	2706	4521	219	4309	5690	24055	4150	2110	2150	4604	3945	5018	1104	5789	5772
FAM82A1	301	145	390	66	161	319	183	155	236	721	271	193	284	138	190	203	174	293	223
FAM82A2	1950	1504	4050	1352	714	2041	1274	2980	2005	6480	1599	1704	2317	1493	1881	1420	1976	1737	1670
FAM82B	1274	802	1613	595	631	1276	804	956	1354	4977	1095	1192	1318	1006	1045	800	841	1101	1001
FAM83A	302	371	609	762	160	562	2094	317	237	816	442	328	1824	253	750	92	1862	161	338
FAM83B	710	291	911	349	336	658	530	153	509	1647	582	600	496	393	503	360	532	446	431
FAM83C	43	33	76	35	10	41	74	7	56	121	20	66	248	35	133	30	55	80	51
FAM83C-AS1	0	0	0	1	0	2	0	3	2	1	0	0	1	0	0	0	1	1	0
FAM83D	1916	576	1110	405	252	685	945	274	731	2787	1294	792	1111	633	859	629	2757	852	706
FAM83E	4350	4043	7094	3155	1841	4533	2432	4828	4300	17193	3757	4985	5022	4054	4688	2222	6859	3175	4344
FAM83F	1514	974	3203	910	752	1436	1260	1013	1383	6538	1379	1803	2686	1226	1962	843	2905	1629	1317
FAM83G	623	525	1142	470	408	744	474	457	582	2058	394	807	1110	600	720	346	742	535	473
FAM83H	2645	2171	5064	1558	1295	3413	1979	2482	2354	10294	2182	3512	3938	2620	2328	1605	2672	2326	2165
FAM84B	1893	1193	3361	781	855	1877	1300	972	1815	5888	1562	1514	1777	1259	1122	1118	2053	954	1242
FAM86A	618	623	1087	459	355	729	461	530	600	2324	525	682	913	667	571	388	777	603	552
FAM86B1	736	529	2220	100	255	804	68	1067	649	3523	716	1174	375	749	605	712	133	535	259
FAM86B2	26	14	55	4	4	9	2	19	37	131	19	63	1	33	9	29	10	13	9
FAM86C1	204	152	365	76	74	231	86	171	249	903	110	145	181	182	199	161	102	158	222
FAM86C2P	612	611	1517	330	365	944	110	1327	939	3250	708	1012	462	582	642	458	230	520	757
FAM86DP	368	306	354	178	160	507	114	356	356	1311	300	425	317	381	240	124	198	264	141
FAM86FP	250	260	551	118	199	812	39	1014	437	2252	495	399	177	322	341	443	122	192	458
FAM86GP	0	0	1	0	0	4	2	1	2	15	9	2	0	0	0	0	0	1	0
FAM86HP	198	187	1007	88	121	571	43	570	420	1764	411	517	161	240	216	175	150	118	264
FAM87A,RP11-63E5.8	1	1	1	0	0	3	0	1	0	7	3	1	1	0	2	1	0	0	1
FAM87B	3	2	1	0	0	5	2	1	12	12	4	3	3	4	1	7	9	2	0
FAM89A	26	12	38	176	24	36	25	313	32	99	27	44	120	20	22	18	53	16	10
FAM8A1	2228	1463	4523	667	1067	2241	773	1549	2401	9928	1823	1911	1417	1579	1484	2021	1473	1740	1728
FAM8A6P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM90A1	13	24	38	18	6	23	17	25	14	74	10	40	38	23	25	8	50	54	12
FAM90A10P	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
FAM90A11P	5	4	31	10	0	19	2	5	22	32	14	16	5	5	1	8	4	4	5
FAM90A12P,FAM90A24P	2	1	3	1	0	2	1	0	1	1	0	10	0	0	1	1	0	1	1
FAM90A13P	2	1	0	0	1	0	3	2	4	13	2	6	1	0	3	5	2	1	0
FAM90A20P	9	3	34	2	0	12	1	5	18	29	10	7	0	7	7	0	8	1	1
FAM90A21P,FAM90A22P,FAM90A23P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FAM90A25P	5	12	30	1	0	13	0	6	6	48	10	12	2	8	19	10	1	7	1
FAM90A26P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM90A3,FAM90A4P	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2
FAM90A5P	0	0	1	0	0	2	0	0	0	4	0	1	0	0	0	2	0	0	1
FAM90A7P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM91A1	1880	890	2659	1052	665	1600	1338	1043	1889	5783	1477	1340	1369	932	997	1420	1925	1037	1124
FAM92A1	739	501	1680	414	417	776	213	693	831	3153	700	830	595	585	598	698	632	800	734
FAM92A1P1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FAM92A1P2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FAM92B	6221	4683	21338	2322	2947	6978	323	8191	7410	31945	5980	7944	3331	7449	7985	5051	1625	9243	7118
FAM96A	979	628	1876	656	448	863	625	726	848	3480	694	706	1112	691	808	681	884	855	898
FAM96AP2	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1
FAM96B	904	847	2371	782	580	1149	598	1109	1133	3833	726	942	1249	1043	1116	759	1002	1265	905
FAM98A	1191	748	1742	688	495	1093	984	744	1192	3792	851	843	1233	716	850	729	1415	864	809
FAM98B	1206	663	2416	520	701	1152	672	671	1074	4310	1004	1095	1003	887	751	894	825	1040	868
FAM98C	766	641	1686	418	423	923	447	948	736	3140	686	770	982	860	744	494	535	666	797
FAM9B	0	0	1	0	0	1	0	0	1	3	1	1	0	0	0	0	1	0	0
FAM9C	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
FAN1	969	367	1499	153	296	1002	317	583	670	2538	846	793	436	400	408	738	488	331	604
FANCA	705	552	1588	595	335	912	311	920	746	2516	697	601	834	659	647	414	752	610	473
FANCB	19	15	27	7	5	19	4	9	18	59	18	18	13	8	10	21	12	5	19
FANCC	213	148	368	83	155	258	103	227	185	848	208	226	200	151	177	136	176	104	146
FANCD2	256	158	560	159	119	283	189	289	315	1022	259	245	263	170	173	190	292	156	238
FANCE	312	141	483	76	232	371	181	238	189	885	219	326	252	300	208	144	133	227	161
FANCF	942	652	1934	409	417	962	449	660	980	3804	748	788	762	778	700	606	504	828	743
FANCG	269	223	628	175	208	375	230	387	270	1041	253	319	412	216	218	209	297	247	246
FANCI	364	197	919	249	137	314	359	223	370	1243	330	276	342	259	326	295	655	257	320
FANCL	855	672	2022	745	645	1148	816	893	933	3416	893	970	1154	743	847	787	942	879	796
FANCM	179	100	253	33	78	137	94	109	163	461	167	143	89	96	79	175	165	119	104
FANK1	4224	4514	16179	1904	2224	5496	247	6802	6815	24927	5328	6056	2544	4347	4177	4926	1399	4793	6373
FANK1-AS1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FAP	0	0	3	8	0	3	1	0	6	3	2	1	1	0	2	0	1	0	1
FAR1	2372	1254	4808	1501	1067	2319	2287	1851	2621	8019	2161	2063	2663	1356	1684	1976	2754	1442	1634
FAR1-IT1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
FAR1P1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAR2	1166	443	1159	512	185	605	677	320	794	3194	437	487	750	326	379	623	1176	240	452
FARP1	3820	3533	8255	1328	1520	4173	1512	3798	3637	16158	3247	3552	3217	2987	2918	3043	3268	3064	3246
FARP1-AS1	0	0	3	2	0	1	3	1	0	1	0	1	1	0	3	0	0	0	2
FARP1-IT1	1	0	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0
FARP2	887	597	1750	230	189	882	397	785	889	3031	799	898	689	506	568	619	635	396	723
FARS2	906	707	2171	381	561	949	340	727	914	4209	747	784	752	907	949	750	560	990	869
FARSA	1279	909	2441	739	513	1300	1038	929	1200	3922	823	1008	1422	1071	991	735	1514	1079	921
FARSB	996	671	1768	658	580	1020	671	929	1150	3628	882	983	973	822	773	773	988	884	844
FAS	1097	648	1677	927	539	1345	619	473	1073	3977	835	765	741	667	815	962	798	795	711
FASLG	36	54	57	120	0	36	82	0	47	66	13	19	84	18	110	3	40	77	15
FASN	2188	1342	4391	796	546	1954	1236	1592	1597	5680	2117	2485	1569	1368	1287	1050	3173	707	1589
FASTK	1723	1816	3574	1328	1174	2233	1311	2860	1742	7467	1566	2013	2988	1800	2262	991	1928	1618	1744
FASTKD1	418	355	705	269	237	460	432	421	367	1386	444	544	411	306	345	337	430	343	309
FASTKD2	878	433	1407	476	308	824	547	602	917	2883	774	723	640	524	518	767	713	675	604
FASTKD3	380	224	657	192	150	383	190	262	394	1228	305	359	249	269	205	257	246	273	266
FASTKD5,UBOX5	1170	714	2008	535	480	1104	703	687	1000	3740	806	984	1036	889	905	741	902	894	817
FAT1	2336	1595	5425	482	914	2820	1319	1452	2023	8743	2189	2147	1026	1297	1411	1603	4060	1332	1820
FAT2	3974	1336	5403	700	2596	6208	1667	2697	2431	12946	3578	8323	2766	3824	2015	2646	1825	2327	1942
FAT3	9	19	31	1	24	53	2	42	17	107	16	40	9	22	15	19	1	14	24
FAT4	162	20	117	7	57	170	10	45	98	334	79	172	24	100	12	97	11	23	50
FATE1	229	53	54	65	11	41	43	2	62	219	42	24	282	55	264	9	185	106	42
FAU,SYVN1	6820	5919	13199	5017	4585	8362	4952	6570	7089	25087	5599	6369	10422	6523	6177	4619	6771	7475	5294
FAUP1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
FAXC	172	79	228	54	109	121	162	73	93	493	129	118	253	118	160	118	288	108	107
FBF1,MRPL38	1978	1948	5465	1017	1465	2883	900	3266	2430	9728	1866	2671	2250	2171	2100	1477	1488	1715	2030
FBL	2327	1624	4737	1340	1874	2818	1416	1966	2058	8118	1861	2268	2980	2922	2109	1450	1231	3135	1734
FBLIM1	602	588	1009	331	293	596	746	383	375	1778	394	502	1231	526	572	520	1191	476	390
FBLL1	2	10	27	3	0	17	5	0	0	16	7	1	2	3	2	1	8	1	8
FBLN1	392	208	1036	126	450	648	219	341	316	2032	220	724	443	609	519	203	324	960	299
FBLN2	35	158	214	11	35	89	47	27	48	204	45	59	146	30	44	10	40	104	36
FBLN5	385	637	814	213	208	526	139	305	868	1474	361	343	377	319	280	257	715	357	804
FBLN7	23	20	86	22	6	75	3	57	34	211	42	31	44	19	22	40	53	31	26
FBN1	780	175	880	27	348	792	33	1070	354	1428	523	750	78	452	27	384	58	85	76
FBN2	179	53	190	71	25	73	23	85	129	333	50	74	33	99	32	108	399	19	57
FBN3	8	8	10	3	4	9	1	14	6	32	7	2	4	9	2	4	17	1	2
FBP1	581	390	694	2981	101	825	626	2044	402	1264	265	360	1539	247	738	306	358	412	814
FBP2	6	8	14	5	10	4	3	0	3	17	12	4	10	5	20	10	0	9	1
FBRS	2700	2122	6411	1785	1038	3155	987	3407	2758	11423	2444	2927	2948	2358	2293	1908	2315	1735	2817
FBRSL1	1259	852	2660	827	549	1748	562	2174	1407	4850	1109	1622	1390	1204	921	764	956	858	1092
FBXL12	472	319	1116	287	215	511	241	523	486	1521	394	448	517	417	350	341	425	440	345
FBXL13	819	461	1660	188	281	690	53	675	851	3419	864	645	268	502	476	803	287	570	678
FBXL14	1875	1102	3808	787	735	1966	755	1204	1787	6487	1469	1555	1396	1381	1288	1216	1349	1265	1470
FBXL15	490	479	1007	324	323	520	345	533	413	1785	338	542	864	542	599	259	455	525	435
